1	3
2	5
3	5
4	6
5	4
6	1
7	1
8	7
9	4
10	1
11	5
12	3
13	4
14	4
15	4
16	1
17	4
18	4
19	6
20	7
21	5
22	6
23	5
24	5
25	9
26	3
27	2
28	4
29	2
30	6
31	4
32	2
33	3
34	2
35	7
36	4
37	5
38	4
39	1
40	4
41	5
42	9
43	3
44	9
45	2
46	5
47	3
48	2
49	2
50	2
52	1
53	6
54	2
55	6
56	4
57	2
58	1
59	3
60	2
61	6
62	3
63	7
64	5
65	4
66	7
67	3
68	4
69	2
70	4
71	1
73	6
74	4
75	4
76	5
77	4
78	5
79	4
80	6
81	3
82	2
83	3
84	3
85	4
86	2
87	5
88	4
89	3
90	6
91	4
92	5
93	3
94	2
95	6
96	8
97	4
98	4
99	5
100	5
101	6
102	6
103	2
104	3
105	6
106	4
107	2
108	5
109	2
110	1
111	2
112	2
113	2
114	1
115	3
116	1
117	2
118	5
119	8
120	2
121	8
122	6
123	2
124	2
125	5
126	8
127	3
128	4
129	3
130	4
131	1
132	3
133	1
134	2
135	2
136	6
137	4
138	3
139	7
140	6
141	3
142	8
143	4
144	5
145	4
146	4
148	4
149	2
150	2
151	1
152	8
153	6
155	2
156	3
157	5
158	4
159	5
160	6
161	5
162	3
163	8
164	3
165	1
166	3
167	2
168	3
169	3
170	2
171	1
172	1
173	1
174	1
175	3
176	1
177	1
178	6
179	4
180	2
181	1
182	4
183	1
184	2
185	3
186	4
187	4
188	2
189	1
190	9
191	2
192	6
193	4
194	5
195	3
196	7
197	3
198	4
199	5
200	4
201	3
202	5
203	2
204	4
205	1
206	1
207	3
208	2
209	5
210	2
211	2
212	5
213	3
214	5
215	2
216	2
217	6
218	3
219	2
220	6
221	4
222	2
223	2
224	4
225	3
226	6
227	2
228	4
229	3
230	4
231	5
232	4
233	2
234	1
235	6
236	6
237	3
238	2
239	4
240	3
241	4
242	6
243	3
244	6
245	1
246	1
247	4
248	5
249	4
250	3
251	6
252	5
253	4
254	1
255	3
256	3
257	3
258	4
259	1
260	5
261	4
262	1
263	4
264	3
265	4
266	7
267	3
268	4
269	3
270	1
271	3
272	2
273	1
274	3
275	2
277	5
278	2
279	2
280	10
281	3
282	6
283	3
284	3
285	2
286	4
287	2
288	2
289	1
290	6
291	2
292	3
293	2
294	1
295	6
296	2
297	4
298	4
299	5
300	6
301	1
302	7
303	3
304	6
305	4
306	2
307	3
308	1
309	3
310	6
311	5
312	6
313	4
314	2
315	3
316	6
317	5
318	3
319	2
320	3
321	7
322	6
323	3
324	3
325	4
326	4
327	3
328	2
329	2
330	5
331	4
332	5
333	6
334	1
335	4
336	5
337	5
338	4
339	4
340	5
341	8
342	1
343	2
344	4
345	1
346	3
347	1
348	4
349	2
350	5
351	1
352	3
353	1
354	3
355	2
356	1
357	5
358	2
359	2
360	4
361	4
362	6
363	4
364	3
365	7
366	2
367	1
368	3
369	2
370	4
371	2
372	3
373	4
374	3
375	5
376	3
377	5
378	2
379	3
380	6
381	5
382	4
383	7
384	2
385	5
386	6
387	2
388	6
389	3
390	6
391	4
392	4
393	7
394	5
395	5
396	8
397	7
398	4
399	7
400	5
401	3
402	4
403	3
404	5
405	6
406	5
407	5
408	4
409	6
410	6
411	4
412	2
413	6
414	3
415	7
416	4
417	4
418	4
419	4
420	6
421	6
422	4
423	7
424	4
425	4
426	2
427	7
428	4
429	2
430	5
431	4
432	2
433	7
434	4
435	4
436	4
437	4
438	3
439	3
440	3
441	5
442	3
443	2
444	3
445	4
446	7
447	5
448	3
449	5
450	4
451	8
452	8
453	3
454	2
455	1
456	6
457	4
458	2
459	2
460	4
461	3
462	2
463	7
464	4
465	4
466	5
467	2
468	5
469	6
470	2
471	3
472	3
473	3
474	4
475	5
476	7
477	1
478	3
479	7
480	2
481	5
482	3
483	8
484	8
485	3
486	5
487	5
488	6
489	3
490	3
491	3
492	4
493	6
494	5
495	7
496	2
497	4
498	5
499	2
601	1
765	1
874	1
889	1
1051	1
1167	1
1181	1
1408	1
1450	1
1591	1
1595	1
1769	1
1869	1
1966	1
2170	1
2195	1
2233	1
2292	1
2397	1
2400	1
2421	1
2442	1
2521	1
2666	1
2676	1
2740	1
2842	1
3056	1
3064	1
3101	1
3122	1
3152	1
3155	1
3227	1
3272	1
3440	1
3659	1
3687	1
3730	1
4161	1
4194	1
4234	1
4342	1
4536	1
4561	1
4562	1
4608	1
4670	1
4772	1
4788	1
4829	1
4951	1
4969	1
5155	1
5440	1
5857	1
5879	1
5978	1
6092	1
6240	1
6410	1
7213	1
7830	1
8009	1
8425	1
8435	1
8936	1
9085	1
9763	1

